label,X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20
rock,0.0,0.0,-0.6622702017489721,0.2735568791267399,-1.014526435592115,0.6871004303607791,-1.0891041374612158,1.0975696465850406,-0.9209865310586254,1.3367472547996353,-0.7009340945338695,0.9749981868466666,-0.689582322112742,1.323315630499374,-0.7276429566481817,1.1534254072784142,-0.73777709991843,0.9746805832847399,-0.2461954463698811,0.9692202031461864,-0.29944390109627284,1.277721610133618,-0.34155569259312,1.1317750838700398,-0.3372324740988156,0.9733553003179626,0.17483436114373574,0.9155408354958811,0.0778778618419976,1.1359094865010682,0.022364807397575882,1.0125913954588834,0.022008210333669474,0.8725596774230885,0.5436993959376347,0.834971727476533,0.3933045346250539,1.0212416028115512,0.34397328971586444,0.8990347769657357,0.34719972914939495,0.7777439511460705
rock,0.0,0.0,-0.6228983840242381,-0.27988224733391015,-0.9216053518871746,-0.6657940680715319,-0.9909023153854021,-1.0701554177557815,-0.8443213988962394,-1.3296389217107507,-0.6388270242360903,-1.00208895210038,-0.5129919926499145,-1.2458151152564554,-0.5725470297499183,-1.0816258628441853,-0.6052380496439016,-0.9416591589353362,-0.20619492045711849,-0.9785109374849535,-0.21269838823157786,-1.1774064918137905,-0.2781965976008347,-1.0499762234184746,-0.28723727254024345,-0.9073992763436827,0.17841177869753178,-0.911839124259152,0.10164864825232879,-1.0513047200500731,0.04865556065221747,-0.9448494561381553,0.03371475881612206,-0.8014266851339831,0.5250491073549945,-0.8327206709896382,0.40425461833014065,-0.9308778808466456,0.3361391973842181,-0.8210735458167053,0.326827460088465,-0.70991610419831
rock,0.0,0.0,0.6901867512793866,0.22586117083336762,1.0321023207303548,0.5862891927229722,1.1029263258054385,0.9720985104119837,0.9532683071143896,1.218926561378577,0.7369132182399836,0.9417076856839264,0.692676040588151,1.0618020352144704,0.7080136203153528,0.8837295902341168,0.7019378361629044,0.7777062384679599,0.3274195150786253,0.9448790722339434,0.3633521460639594,0.9688519588206719,0.3845687543943376,0.8251287473154797,0.3575528740317496,0.7063587990102845,-0.05753280209996682,0.8895113464309117,0.05358893319682351,0.8698010999462116,0.060460327407411876,0.7533274266469084,0.031244424105386404,0.6287917074704428,-0.41342974945839395,0.8165337438830725,-0.2720787432553339,0.8066352561938216,-0.24647645883338706,0.6910713859961642,-0.26883669816536665,0.5946273255787371
rock,0.0,0.0,0.6378626714561055,0.30460525554173123,0.9094304777856204,0.6791404261788858,0.9812537605252966,1.0579959222942723,0.8572551191978424,1.3090232567842137,0.5423483684844963,1.0155965017922046,0.5312076759125441,1.2960704007696855,0.6058889972858524,1.1134920961488932,0.6124120522218213,0.9528680023239602,0.11572995800447639,0.9932807140080201,0.21716561897253475,1.228986998550237,0.31849178524284855,1.0951427406930534,0.31684133167285844,0.9411104197683036,-0.24625217816597464,0.9181124293736899,-0.09197458562562316,1.107889006233209,0.012134177955474966,1.004416167599219,0.02737926268227615,0.8553544169805349,-0.5499505661393048,0.8270339714059235,-0.3646403950046897,0.9649786048660451,-0.2590200981599105,0.8652279747409489,-0.254762989716102,0.7508124770074825
rock,0.0,0.0,-0.6295617988472683,0.14085571011133372,-1.141975978783516,0.025170414473692154,-1.5258398005977092,-0.1880913133484224,-1.6127714378149693,-0.38681839978186694,-1.14283847072096,-0.40673616830426335,-1.452209318884016,-0.5267214698937086,-1.3598979510063247,-0.371650174603889,-1.2038273849690622,-0.2803256591181549,-0.8185855148751312,-0.5743846749667129,-1.1670834877413834,-0.6191736852733672,-1.121529209545365,-0.477165297037416,-0.9724377592913528,-0.40512312652840204,-0.5022367892263804,-0.6678164898526455,-0.84426992897419,-0.7083303309184686,-0.8359342051488788,-0.5865649235229459,-0.6961984821066947,-0.503339793929053,-0.21862093812305267,-0.7165892802953322,-0.5645116931759434,-0.7849392720526938,-0.5637558363480021,-0.6851966682642358,-0.4259413850332345,-0.6166017058704453
rock,0.0,0.0,-0.5772642565406974,0.27401995747231817,-0.7753364208085214,0.5959912400666976,-0.5647890072438523,0.8095829231706235,-0.2930038883631043,0.8699404796404044,-0.42173689805014314,0.9992252079330752,-0.5213830070570518,1.006834011836783,-0.5258326248362593,0.8410877470019498,-0.4980032617882852,0.7168875676214508,-0.028962549375240402,0.9995804973756175,-0.1566358955502758,0.9570484412194916,-0.1874462900166331,0.8086936795945764,-0.15875318263489963,0.6906462973831561,0.2972946458628593,0.9133908485087856,0.1503819513867891,0.8812721729181195,0.09150794083330785,0.7548982681300664,0.10903968987580824,0.6323206055363352,0.5581833435317436,0.7992395805239806,0.412810293305006,0.7960990938438247,0.3421563127943915,0.6839450965099427,0.34818739358028356,0.5862542694016566
rock,0.0,0.0,-0.6203824287564935,-0.25958676354242466,-0.962089868108581,-0.6331828783143122,-1.0660274934944018,-1.001728366168175,-0.8565850110203247,-1.2104064497641314,-0.603749306310084,-0.9877837177127631,-0.6079215294949681,-1.1592900795167471,-0.6492058132280144,-0.9875279525545162,-0.6446961149205348,-0.8722693467590117,-0.17559064950342623,-0.9844632668652319,-0.3005707523482932,-1.1308078017217928,-0.3609119614067133,-1.000855755628274,-0.3311241399591662,-0.8621103339217082,0.19156032162555295,-0.9210084326044892,0.01490026594322289,-1.033558763793297,-0.05505937320423839,-0.9202513400670957,-0.03928511327198252,-0.7787013211080298,0.5245810838788859,-0.8297234438833081,0.326410642301454,-0.9217279990841818,0.24554337140522836,-0.8161089209769788,0.2638590273926541,-0.7103345507047281
rock,0.0,0.0,-0.6709177700079103,-0.2759567496629218,-0.8159216483614427,-0.6285861226140136,-0.5965132991796928,-0.8349215900745638,-0.2703041077358978,-0.8804263216753059,-0.5005809702541252,-1.0006825958558223,-0.6959643186496006,-0.9680500613768239,-0.6776159463047355,-0.8013839695945609,-0.5802314691706537,-0.6978742930619464,-0.10486086542495372,-0.9944869023281955,-0.32388519899536977,-0.9456749625703954,-0.36273070346251673,-0.8016924006911113,-0.306882385267763,-0.686360920411076,0.22286279288852395,-0.9045875288423023,-0.011805684192737214,-0.8849585388612482,-0.07441434309137286,-0.7657020627063834,-0.0387714624934815,-0.6490132233695369,0.4646534908199571,-0.7893168246823176,0.23016148044259868,-0.7980663492849561,0.16529839769996096,-0.6940269641324097,0.18565037670303622,-0.5977039866687008
rock,0.0,0.0,0.6253432451301558,0.32674853202615317,0.9913546343483812,0.8424359106252841,1.0503065713380324,1.339760503669018,0.7419659557130172,1.6404697465646036,0.5493604006181529,1.0624117694109472,0.3195476868417442,1.5842158742941828,0.40044956328008957,1.3851354243919998,0.4943125120445078,1.177865049979489,-0.02439955425693249,0.9997022865593852,-0.09801164781103512,1.4695119154335614,-0.005899706783539211,1.311383678501459,0.06038357491513145,1.1062510900816527,-0.5250941665636898,0.9038946243234551,-0.5179689040329261,1.2740890212414373,-0.4484634871818295,1.1273090621135669,-0.4047632431990196,0.9397827419344547,-0.9779985519923668,0.7839421610931262,-0.896418216181697,1.0950279007057306,-0.8359425374997473,0.9601928215316572,-0.8496769360779675,0.8061492715282331
rock,0.0,0.0,-0.5668485733507478,-0.34344443094941,-0.736559546295715,-0.7770524328187403,-0.7175882640592802,-1.1902288431764372,-0.6055820649637644,-1.4627346907368413,-0.4565785924612122,-1.055428090286813,-0.2537437748851424,-1.3106554396118848,-0.32501647434710834,-1.1565928110784458,-0.3910976805673992,-1.0197957655177892,0.0022124021669925973,-0.999997552635331,0.050280001715017536,-1.2184088845325813,-0.03750061480368532,-1.1032242039391762,-0.08024181853887706,-0.9587179850858737,0.39498216693113286,-0.8975339633503773,0.3288105538729905,-1.0609200845345366,0.2539880148844653,-0.9613741061360984,0.21302363281765477,-0.8195409927878812,0.7332601390176466,-0.7878292463491696,0.6161353382992323,-0.8988806890836958,0.5295758333164416,-0.8014281332075238,0.5080717442489261,-0.6984108683862564
